Location,Price,Commission,TVA,Rooms,Size,Floor,Composition
Iris,115348,Comision 0%,False,3,69.85, 1/3, Semidec
Gheorgheni,144900,,False,3,58.0, 4/4, Semidec
Gheorgheni,149900,,False,3,65.0, 4/4, Semidec
Gheorgheni,149999,,False,2,47.0, 4/4, Dec
Dambul Rotund,105000,,False,2,53.0, 3/3, Dec
Dambul Rotund,94050,,False,2,57.0, 4/6, Semidec
Manastur,107500,,False,2,54.0, Parter/8, Dec
Zorilor,165000,,False,3,68.0, Parter/4, Dec
Manastur,130000,,False,3,56.0, 1/2, Dec
Manastur,130000,,False,3,60.0, 1/2, Dec
Manastur,130000,Comision 0%,False,3,60.0, 1/2, Dec
Manastur,130000,,False,3,55.0, 1/1, Dec
Marasti,150000,,True,3,67.0, 2/6, Dec
Marasti,166000,,False,3,71.0, 4/4, Dec
Dambul Rotund,109000,,False,2,45.0, 5/6, Semidec
Central,260000,Comision 0%,False,4,85.3, 2/2, Semidec
Iris,134500,,False,2,59.54, 3/9, Semidec
Marasti,250000,,False,4,90.0, 2/8, Dec
Manastur,125000,Comision 0%,False,2,46.0, 4/10, Dec
Gheorgheni,124000,,False,2,45.0, 7/10, Semidec
Manastur,219400,,False,4,82.0, 5/10, Dec
Marasti,150000,,False,2,58.0, 2/3, Semidec
Gheorgheni,150000,,False,3,65.0, 4/4, Dec
Gheorgheni,147000,,False,2,51.0, 8/10, Dec
Aurel Vlaicu,157800,,False,3,71.0, Parter/4, Dec
Sopor,162000,,False,3,71.0, 2/7, Semidec
Grigorescu,170000,,False,3,69.0, 4/4, Dec
Grigorescu,255000,,False,3,78.0, 3/3, Nedec
Central,128000,,False,2,49.0, 1/4, Dec
Horea,128000,,False,2,49.0, 3/4, Dec
Marasti,145000,,False,2,52.2, 6/7, Semidec
Manastur,110000,,False,3,61.0, 5/5, Semidec
Manastur,139900,,False,3,67.0, Parter/4, Dec
Zorilor,189000,,False,2,55.0, 7/14, Semidec
Manastur,150000,,False,3,65.0, 4/4, Dec
Intre Lacuri,199000,,False,3,66.0, 6/6, Semidec
Iris,126500,,False,2,49.0, 8/9, Semidec
Manastur,139000,,False,3,73.0, 4/4, Semidec
Gheorgheni,147000,,False,3,58.0, 4/4, Semidec
Iris,158000,,False,2,56.0, 2/9, Semidec
Central,335000,,False,2,52.0, Parter/3, Semidec
Marasti,129990,,False,3,65.27, 4/4, Dec
Manastur,109900,Comision 0%,False,4,54.0, 4/4, Semidec
Manastur,120000,Comision 0%,True,2,50.25, 8/25, Semidec
Manastur,120000,,False,2,42.0, 3/4, Semidec
Manastur,135000,,False,3,66.5, 4/4, Dec
Gheorgheni,129900,,False,2,51.0, 10/11, Dec
Central,136500,,False,2,46.0, 2/2, Semidec
Marasti,128700,,False,2,45.0, 1/6, Semidec
Manastur,85000,,False,1,39.0, 3/4, Semidec
Manastur,128000,Comision 0%,False,3,52.0, 11/12, Semidec
Central,410000,,False,3,121.0, 3/4, Semidec
Central,410000,,False,3,121.0, 3/4, Semidec
Zorilor,155000,,False,2,47.0, Parter/3, Semidec
Gheorgheni,190082,,True,3,76.72, 3/8, Dec
Central,299000,,False,3,80.0, 1/4, Semidec
Manastur,139900,,False,2,51.0, 1/8, Dec
Grigorescu,145000,,False,2,50.0, 7/10, Dec
Buna Ziua,220000,,False,3,98.0, 1/4, Semidec
Marasti,222000,,True,4,111.0, Parter/8, Dec
Central,225000,,False,3,120.0, 1/2, Semidec
Zorilor,106800,,False,1,38.0, Parter/4, Dec
Andrei Muresanu,170000,,False,2,64.0, 4/4, Semidec
Gheorgheni,144900,,False,3,65.0, 4/4, Dec
Manastur,120000,,False,2,50.0, 6/10, Dec
Central,245000,,False,2,56.0, 1/3, Dec
Grigorescu,250000,,True,3,68.0, Parter/1, Semidec
Marasti,133000,,False,3,53.0, 4/5, Dec
Intre Lacuri,127575,,False,2,56.56, 1/6, Semidec
Intre Lacuri,127000,,False,2,50.0, 4/4, Dec
Marasti,170000,,False,3,65.0, 4/4, Dec
Marasti,198000,,False,2,59.0, 3/5, Semidec
Semicentral,174808,,True,3,68.32, 1/7, Semidec
Grigorescu,250000,,False,4,80.0, 2/4, Dec
Manastur,139000,,False,2,57.0, 1/2, Semidec
Calea Turzii,141000,,False,2,57.0, Parter/8, Semidec
Central,300000,,False,3,82.0, 1/3, Semidec
Manastur,190000,,False,3,85.0, Parter/4, Dec
Central,170000,,False,3,81.0, 1/2, Semidec
Semicentral,155000,,False,2,44.0, Parter/3, Semidec
Manastur,130000,Comision 0%,False,3,60.0, 1/2, Dec
Zorilor,270000,,False,4,94.0, 8/15, Semidec
Marasti,250000,,False,4,76.0, 2/8, Dec
Zorilor,216000,,False,3,73.0, 3/15, Semidec
Central,300000,,False,3,70.0, 8/8, Dec
Central,305000,,False,3,100.0, 3/3, Semidec
Central,135000,,False,2,44.0, Parter/4, Dec
Marasti,135000,,False,2,45.0, 9/10, Dec
Gheorgheni,135000,Comision 0%,False,2,43.0, 8/10, Semidec
Central,315000,,False,3,115.0, Parter/1, Semidec
Central,270000,,False,4,100.0, 2/3, Dec
Iris,119999,Comision 0%,True,2,55.35, 2/4, Semidec
Manastur,103000,,False,2,52.0, 11/11, Semidec
Marasti,198000,,False,3,70.0, 3/8, Dec
Manastur,138000,,False,2,56.0, 1/4, Semidec
Manastur,153000,,False,3,66.0, Parter/4, Semidec
Manastur,115000,,False,2,54.0, Parter/6, Semidec
Gheorgheni,143000,,False,3,59.0, 3/4, Semidec
Gheorgheni,143000,,False,3,59.0, 3/4, Semidec
Dambul Rotund,94900,,False,2,43.0, 6/6, Semidec
Sopor,195000,,False,3,68.0, Parter/7, Semidec
Dambul Rotund,102000,,False,2,45.0, 6/6, Semidec
Central,129920,,True,1,37.12, 1/5, Semidec
Europa,349000,,False,4,94.0, 3/3, Dec
Marasti,223000,,False,3,67.0, 4/4, Dec
Manastur,132000,,False,3,62.0, Parter/4, Dec
Manastur,110000,,False,4,54.0, 4/4, Semidec
Manastur,110000,,False,4,54.0, 4/4, Dec
Iris,180000,,False,3,55.0, 3/10, Semidec
Central,135000,,False,1,37.0, 3/4, Dec
Horea,135000,,False,1,42.0, 3/4, Dec
Manastur,136000,,False,3,57.0, 3/4, Semidec
Manastur,136000,,False,3,51.0, 3/4, Semidec
Semicentral,137200,Comision 0%,True,2,52.17, 4/6, Semidec
Dambul Rotund,103600,,True,2,56.0, 5/6, Semidec
Manastur,135000,,False,2,50.0, Parter/2, Semidec
Horea,163000,,False,3,64.6, Parter/4, Semidec
Marasti,72000,,False,2,34.7, Mansarda/5, Semidec
Gheorgheni,142500,,False,2,60.99, 1/7, Semidec
Aurel Vlaicu,185000,,False,3,72.0, 3/8, Dec
Gara,164900,,False,3,60.0, 5/5, Semidec
Central,350000,,False,3,89.0, Parter/1, Semidec
Iris,163900,,False,3,65.0, 2/2, Semidec
Manastur,168990,Comision 0%,False,3,64.0, 3/4, Semidec
Central,262000,,False,3,86.0, 2/2, Dec
Manastur,139990,,False,3,67.0, Parter, Dec
Manastur,140000,Comision 0%,True,2,50.0, 6/25, Semidec
Semicentral,139000,Comision 0%,True,2,59.99, 5/6, Semidec
Manastur,158000,,False,3,63.0, 1/4, Semidec
Manastur,129000,,False,2,52.0, 7/10, Dec
Semicentral,134000,,False,2,47.21, 4/4, Semidec
Manastur,109000,,False,2,55.0, 1/4, Semidec
Manastur,128000,,False,3,65.0, 5/5, Dec
Iris,270000,,False,3,140.0, 1/1, Semidec
Marasti,65000,,False,1,24.0, 4, Semidec
Manastur,125000,,False,2,48.0, 3/10, Dec
Central,375000,,False,2,82.0, 1/1, Semidec
Central,106900,,False,1,40.0, 4/4, Dec
Gheorgheni,180000,,False,3,63.0, 3/4, Dec
Manastur,239000,,False,4,97.0, 3/8, Semidec
Semicentral,279000,Comision 0%,False,2,56.51, 5/7, Semidec
Gheorgheni,119990,,False,1,39.0, 2/6, Semidec
Gheorgheni,149900,,False,3,59.0, 4/4, Semidec
Gheorgheni,150000,,False,3,58.0, 4/4, Semidec
Dambul Rotund,95000,,False,1,42.0, 6/6, Nedec
Zorilor,210000,,False,3,80.0, 3/10, Semidec
Central,299000,,False,3,82.0, 1/3, Dec
Marasti,129000,,False,2,39.0, 5/8, Semidec
Iris,117000,,False,2,54.0, 2/3, Dec
Andrei Muresanu,450000,,False,3,124.98, 3/3, Semidec
Borhanci,139990,,False,2,55.0, 2/3, Dec
P-ta Mihai Viteazul,122000,,False,2,53.0, 4/4, Semidec
Gheorgheni,92000,,False,1,34.0, Parter/10, Dec
Manastur,239500,Comision 0%,False,4,105.0, 9/10, Dec
Manastur,239500,,False,4,105.0, 9/10, Dec
Central,280000,,False,2,80.0, 4/5, Semidec
Andrei Muresanu,185000,,False,3,58.0, 2/3, Dec
Marasti,209000,,False,2,54.0, 1/5, Dec
Marasti,130000,,False,3,64.0, 4/4, Dec
Manastur,375000,,False,4,150.0, 2/2, Semidec
Horea,142900,,False,2,52.0, Parter, Dec
Manastur,89900,,False,1,25.0, 8/10, Dec
Central,200000,,False,1,64.0, 1/1, Semidec
Zorilor,119000,,False,1,45.0, 2/8, Dec
Semicentral,233000,,True,2,59.0, 2/6, Semidec
Iris,173800,,False,4,78.67, 5/5, Semidec
Gheorgheni,170000,,False,4,68.0, 3/4, Dec
Gheorgheni,169000,,False,3,61.0, Parter/4, Dec
Central,394999,,False,3,80.0, 1/4, Dec
Manastur,105000,,False,2,47.0, 11/11, Semidec
Central,188000,,False,2,64.0, 2/3, Dec
Marasti,135000,,False,3,65.0, 4/4, Dec
Manastur,138000,,False,2,59.0, 1/4, Semidec
Semicentral,120000,,False,1,42.0, 3/4, Dec
Intre Lacuri,145000,,False,3,68.0, Parter/4, Dec
Manastur,167000,,False,3,68.0, 2/7, Semidec
Borhanci,203182,,True,3,76.46, 3/3, Semidec
Sopor,167532,,False,3,72.84, 1/6, Semidec
Manastur,129000,,False,2,49.0, 3/8, Dec
Manastur,126500,,False,4,56.0, Parter/4, Dec
Gruia,73000,,False,1,30.0, 3/4, Semidec
Marasti,145000,,False,3,63.0, 4/4, Dec
Grigorescu,248000,Comision 0%,False,4,80.0, 2/4, Dec
Manastur,135000,,False,3,56.32, 3/4, Semidec
Marasti,250000,,False,4,80.0, 3/8, Dec
Manastur,131000,,False,3,52.0, 3/4, Semidec
Central,443630,,False,5,164.0, 3/3, Semidec
Zorilor,157000,,False,3,63.0, 7/8, Dec
Gheorgheni,155000,,False,2,60.0, 8/8, Dec
Marasti,64500,,False,1,22.0, 1/4, Semidec
Central,349000,,False,3,81.0, 1/2, Dec
P-ta Mihai Viteazul,158000,,False,2,51.48, 3/4, Semidec
Manastur,150000,,True,3,67.0, Parter/4, Semidec
Dambul Rotund,130000,,False,1,37.0, 3/10, Semidec
Manastur,140000,,False,4,64.0, 4/4, Semidec
Manastur,140000,,False,3,58.0, Parter/4, Dec
Marasti,102000,,False,2,40.0, 1/4, Semidec
Marasti,140000,,False,2,62.6, 5/5, Semidec
Marasti,224500,,True,4,99.91, 6/9, Semidec
Manastur,110000,,False,2,58.0, 1/4, Semidec
Sopor,106000,,False,1,39.89, 2/7, Dec
Dambul Rotund,135400,,False,2,60.2, 5/6, Semidec
Marasti,145000,,False,3,65.0, 4/4, Dec
Gheorgheni,137000,,False,2,55.0, 7/10, Dec
Intre Lacuri,124000,,True,2,52.0, 1/6, Semidec
Manastur,172000,,False,4,85.0, 3/4, Dec
Marasti,133000,,False,3,53.0, 4/5, Semidec
Zorilor,136500,,False,3,57.0, 1/4, Semidec
Gara,141000,,False,3,64.0, 4/5, Dec
Central,230000,,False,2,59.0, 1/4, Semidec
Manastur,115000,,False,2,54.0, Parter/6, Semidec
Zorilor,395000,,False,4,105.0, 2/3, Semidec
Marasti,76000,,False,1,29.0, 4/4, Semidec
Gheorgheni,105000,,False,1,28.0, Parter/4, Dec
Zorilor,158516,,True,3,57.0, 3/4, Semidec
Marasti,74000,,False,1,23.0, Parter/4, Dec
Buna Ziua,470000,,False,4,160.0, 6/6, Semidec
Marasti,131000,,False,2,50.0, 3/3, Dec
Grigorescu,165000,,False,2,51.0, Parter/4, Dec
Zorilor,125000,,False,2,50.0, 4/5, Dec
Buna Ziua,289999,,False,3,108.0, 2/3, Dec
Gheorgheni,165000,,False,2,42.0, 7/7, Semidec
Manastur,129990,,False,3,55.0, 1/2, Semidec
Intre Lacuri,155484,Comision 0%,True,3,80.8, 5/6, Semidec
Dambul Rotund,88150,,False,2,42.4, 6/6, Semidec
Iris,149600,,False,3,67.9, 4/5, Semidec
Dambul Rotund,144000,,False,2,62.0, 5/6, Semidec
Manastur,239500,,False,4,105.0, 9/10, Dec
Buna Ziua,170000,,False,3,55.0, 2/7, Semidec
Marasti,199000,,False,2,57.0, 1/4, Dec
Plopilor,630000,,False,4,136.0, 2/10, Semidec
Dambul Rotund,135000,,False,2,54.0, 3/5, Dec
Semicentral,390000,,False,3,80.0, 1/4, Semidec
Central,140000,,False,1,35.0, Demisol, Semidec
Grigorescu,100000,,False,2,50.0, 10/10, Dec
Europa,157500,,False,2,56.0, 1/3, Semidec
Europa,243000,Comision 0%,True,3,97.71, 1, Semidec
Gheorgheni,185000,,False,2,62.0, 4/5, Semidec
Semicentral,188000,,False,3,63.0, 2/4, Dec
Andrei Muresanu,450000,,False,4,187.0, 3/4, Semidec
Andrei Muresanu,450000,,False,4,170.0, 3/3, Dec
Zorilor,163000,,False,3,108.0, Mansarda/4, Semidec
Manastur,133000,,False,2,69.0, 1/4, Dec
Dambul Rotund,113200,,False,2,56.6, 1/5, Semidec
Manastur,235000,,False,4,100.0, Parter/10, Dec
Ultracentral,192000,,False,3,64.0, 1/1, Dec
Iris,48000,,False,1,23.0, 3/4, Dec
Manastur,158000,,False,3,69.0, 4/4, Semidec
Manastur,117000,,False,3,51.0, 4/4, Semidec
Manastur,110000,,False,4,54.0, 4/4, Semidec
Marasti,179000,,False,2,59.0, 2/3, Semidec
Ultracentral,88000,,False,1,35.0, Parter, Semidec
Manastur,165000,,False,3,66.5, 1/4, Semidec
Marasti,72000,,False,2,35.0, Mansarda/5, Semidec
Gheorgheni,147000,,False,2,51.0, 8/10, Dec
Gheorgheni,154900,,False,3,63.0, Parter/4, Semidec
Central,395000,,False,3,90.0, 1/4, Dec
Marasti,139990,,False,2,63.0, 5/5, Semidec
Central,152000,,False,2,41.0, Parter/3, Semidec
Semicentral,128000,,False,2,48.0, 3/4, Dec
Marasti,76200,,False,1,28.0, 4/4, Dec
Zorilor,120000,,False,2,53.0, 1/4, Semidec
Manastur,249000,,False,4,83.0, 5/9, Dec
Zorilor,340000,Comision 0%,False,4,99.99, 9/10, Semidec
Andrei Muresanu,234000,,False,3,78.0, 2, Semidec
Central,230000,,True,2,58.19, 1/4, Semidec
Central,229510,,False,2,59.0, 1/3, Semidec
Marasti,225000,,False,3,79.0, 2/4, Dec
Marasti,170000,,False,3,90.4, 8/8, Dec
Gara,175000,,True,3,73.0, 6/6, Semidec
Borhanci,125000,,True,2,59.0, 1/2, Semidec
Semicentral,270000,Comision 0%,False,4,95.0, 6/7, Dec
Semicentral,299000,,False,3,85.0, 1/3, Semidec
Zorilor,133000,,False,3,54.5, 10/15, Dec
Marasti,185000,,False,3,65.0, 8/11, Dec
Semicentral,149000,,False,2,48.0, Parter/3, Semidec
Gruia,165000,,False,3,78.0, 2/4, Dec
Manastur,143000,,False,3,67.0, Parter/4, Dec
Gheorgheni,155000,,False,2,64.0, 6/7, Dec
Grigorescu,179900,,False,3,84.0, 4/4, Dec
Borhanci,139000,,False,2,52.21, 2/3, Semidec
Manastur,130000,,False,3,48.0, 3/4, Semidec
Central,199000,,False,2,57.0, 1/5, Dec
Manastur,117640,Comision 0%,True,2,52.4, 4/4, Dec
Manastur,159990,Comision 0%,False,3,65.0, 7/9, Dec
Gara,105000,,False,1,37.0, 4/5, Dec
Horea,65000,,False,1,29.0, Demisol/3, Semidec
Buna Ziua,230000,,False,2,65.0, 4/5, Semidec
Semicentral,155900,,True,3,73.6, 2/6, Semidec
Manastur,102000,,False,3,47.0, 4/4, Semidec
Borhanci,249000,,True,4,98.0, 3/3, Semidec
Iris,115000,,False,2,60.0, 4/5, Semidec
Iris,79800,,False,2,57.0, Parter/2, Semidec
Central,140000,,False,1,35.0, Parter, Dec
Grigorescu,165000,,False,3,58.0, Parter/3, Semidec
Central,200000,,False,2,63.0, 1/1, Semidec
Ultracentral,200000,,False,2,64.0, 1/1, Semidec
Grigorescu,235000,,True,4,126.0, Ultimele 2 e/7, Dec
Grigorescu,100000,,False,2,50.0, 10/10, Dec
Intre Lacuri,180000,,False,2,64.0, 3/3, Dec
Aurel Vlaicu,180000,,False,3,62.0, 3/10, Dec
Gheorgheni,180000,,False,2,52.0, 4/10, Dec
Marasti,72000,,False,2,35.0, Mansarda/4, Semidec
Central,183900,,False,2,68.0, 1/1, Semidec
Central,184000,,False,2,74.0, 1/1, Semidec
Dambul Rotund,118000,,False,2,55.0, 1, Semidec
Intre Lacuri,119735,,False,2,54.95, 1/6, Semidec
Central,225000,,False,1,68.0, Parter/1, Dec
Borhanci,155000,,False,2,58.0, Parter/5, Dec
Gheorgheni,165000,,False,3,60.0, 2/4, Semidec
Marasti,137000,,False,1,45.0, 4/4, Dec
Gheorgheni,145000,,False,3,65.0, 4/4, Semidec
Manastur,167000,,False,3,69.0, 2/8, Dec
Plopilor,220000,,False,2,55.0, Parter/10, Semidec
Europa,142500,,False,2,55.8, 1/3, Semidec
Iris,129000,,False,2,57.43, 4/9, Semidec
Central,235000,,False,3,87.0, 1/4, Semidec
Central,139000,,False,1,30.0, 2/3, Semidec
Manastur,126276,,False,3,70.47, Parter/2, Semidec
Central,170000,,False,2,65.0, 2, Dec
Gheorgheni,157000,,False,2,64.0, 2/9, Semidec
Manastur,120000,,False,2,51.0, 4/4, Dec
Manastur,120000,,False,2,40.0, 4/6, Semidec
Buna Ziua,130000,,False,3,70.0, 3/3, Dec
Semicentral,88750,,False,2,38.0, 3/3, Dec
Zorilor,300000,Comision 0%,False,3,87.78, 8/10, Semidec
Zorilor,140000,,False,2,44.0, 1/4, Dec
Manastur,131000,,False,3,55.0, 3/4, Semidec
Marasti,199990,,False,2,58.0, 6/7, Dec
Manastur,145000,,False,3,53.0, Parter/4, Semidec
Manastur,145000,,False,2,53.0, 4/10, Dec
Europa,135000,,False,2,54.0, Parter/4, Semidec
Marasti,179000,,False,3,65.0, 3/4, Dec
Manastur,165000,,False,3,67.0, 4/4, Dec
Gheorgheni,153000,,False,4,73.0, 4/4, Dec
Semicentral,77000,,False,1,23.0, Parter/4, Semidec
Intre Lacuri,232000,,False,3,66.0, 2/9, Semidec
Central,300000,,False,3,70.0, 8/8, Semidec
Manastur,97000,,False,3,43.12, Parter/4, Semidec
Ultracentral,225000,,False,3,57.0, 1, Semidec
Borhanci,320000,,False,3,73.0, Parter/2, Semidec
Manastur,235000,,False,4,100.0, Parter/10, Dec
Central,89000,,False,2,36.0, 3/3, Semidec
Central,141300,,False,3,70.48, 3/6, Dec
Zorilor,299000,,False,3,119.0, 2/4, Semidec
Marasti,200000,,False,4,76.0, 1/8, Dec
Central,224000,,False,3,60.0, 5, Semidec
Buna Ziua,159000,,False,2,52.0, 1, Semidec
Marasti,132000,,False,2,55.0, Parter/4, Semidec
Marasti,152000,,False,2,50.4, 6, Semidec
Dambul Rotund,136500,,False,3,77.0, 1/4, Semidec
Marasti,80000,,False,1,31.4, 4/4, Semidec
Andrei Muresanu,240000,,False,3,77.0, Mansarda/2, Semidec
Buna Ziua,139900,,False,1,42.0, 3/3, Semidec
Central,168000,,False,2,44.0, Parter/1, Semidec
Manastur,110000,,False,2,48.4, 7/10, Dec
Central,154900,Comision 0%,False,3,75.0, Parter/1, Semidec
Manastur,205000,,False,3,65.0, 7/8, Semidec
Borhanci,175000,,False,2,64.0, 1/2, Semidec
Iris,169900,,False,3,88.0, 2/3, Dec
Manastur,190000,,False,3,95.0, 5/5, Dec
Borhanci,139000,,True,2,52.0, 1/3, Semidec
Ultracentral,260000,Comision 0%,False,2,108.0, Parter/1, Dec
Manastur,140000,,False,3,65.0, Parter/4, Dec
Grigorescu,220000,,False,2,68.0, 6/7, Dec
Central,155000,,False,2,48.0, Parter/3, Semidec
Semicentral,299900,,False,3,112.0, 1/1, Dec
Sopor,149900,,False,3,53.0, 3/7, Semidec
Semicentral,146000,,False,3,55.79, Parter/1, Semidec
Manastur,120000,,False,2,43.5, 5/8, Semidec
Central,143000,,False,2,51.0, Parter, Semidec
Manastur,219000,,False,4,109.0, 8/8, Dec
Dambul Rotund,108000,,False,2,54.0, Parter/5, Semidec
Buna Ziua,98500,,False,1,42.0, 2/3, Dec
Iris,118000,,False,2,51.0, 5, Dec
Manastur,135000,,False,3,64.0, Parter/4, Dec
Marasti,180000,,False,2,64.0, 5/8, Dec
Manastur,179000,,False,3,64.0, 6/9, Semidec
Manastur,128000,,False,2,50.0, 7/10, Semidec
Manastur,176000,,False,3,78.0, 1/4, Dec
Marasti,145000,,False,3,69.0, 3/9, Dec
Gheorgheni,215000,,False,3,66.0, 2/10, Dec
Central,175000,Comision 0%,False,2,45.0, 1/4, Dec
Manastur,134400,Comision 0%,False,3,64.0, 4/4, Dec
Buna Ziua,350000,,False,3,80.0, 9/10, Semidec
Central,143000,,False,2,51.0, Parter/1, Dec
Central,155000,,False,2,48.0, Parter/3, Semidec
Central,200000,,False,2,63.0, 1/1, Dec
Manastur,150000,,False,3,66.0, 4/4, Dec
Manastur,131000,,False,3,51.0, 3/4, Semidec
Gheorgheni,153000,,False,2,47.0, 9/11, Dec
Borhanci,227400,Comision 0%,True,3,98.0, 3/3, Semidec
Manastur,145000,,False,4,65.0, 2/10, Semidec
Dambul Rotund,116500,,False,3,61.5, Parter/3, Semidec
Central,350000,,False,2,85.0, 1, Semidec
Manastur,137500,,False,4,76.0, 4/4, Dec
Gheorgheni,155000,,False,2,62.0, 7/8, Dec
Gheorgheni,116711,Comision 0%,False,1,38.0, 4, Semidec
Zorilor,125000,,False,2,47.0, Parter/2, Semidec
Grigorescu,120000,,False,2,52.0, Parter/4, Dec
Dambul Rotund,85999,,False,2,43.0, 2/4, Semidec
Buna Ziua,255000,,False,3,77.0, 1/10, Semidec
Zorilor,160000,,False,2,49.65, 1/15, Semidec
Campului,145000,,False,3,55.0, 1/4, Semidec
Zorilor,148500,Comision 0%,False,2,42.0, 2/3, Semidec
Central,230000,,True,2,58.0, 1/3, Semidec
Central,230000,,False,2,59.0, 1/3, Semidec
Grigorescu,105000,,False,3,56.0, Parter/3, Semidec
Manastur,189000,,False,3,67.0, 4/8, Dec
Manastur,135000,,False,3,63.0, Parter/4, Dec
Manastur,170000,,False,5,102.0, Parter, Dec
Grigorescu,129000,,False,2,50.0, 4/10, Dec
Manastur,205000,,False,2,65.0, 7/10, Dec
Gheorgheni,145000,,False,2,50.0, 4/4, Dec
Zorilor,110800,,True,2,52.0, 1/4, Dec
Manastur,160000,,False,4,84.0, 4/4, Semidec
Manastur,140000,,False,4,65.0, 2/10, Semidec
Manastur,140000,,False,4,65.0, 2/10, Dec
Manastur,140000,,False,3,56.0, 3/4, Semidec
Manastur,140000,,False,3,65.0, Parter/4, Semidec
Manastur,140000,,False,3,65.0, Parter/4, Dec
Manastur,139900,Comision 0%,False,4,70.0, 7/10, Dec
Gheorgheni,115043,Comision 0%,False,1,37.0, 4, Semidec
Marasti,160000,,False,3,64.0, 4/4, Dec
Marasti,48000,,False,1,21.0, Parter/4, Semidec
Central,165000,,False,1,39.59, Parter/4, Semidec
Zorilor,220000,,False,3,100.0, 1/4, Dec
Europa,220000,Comision 0%,False,3,100.0, 1, Dec
Marasti,185000,,False,3,65.0, 5/8, Dec
Central,295000,,False,4,82.45, 1/5, Semidec
Gheorgheni,270000,,False,4,90.0, 2/4, Dec
Ultracentral,200000,,False,2,64.0, 1/1, Semidec
Gheorgheni,170000,,False,4,68.0, 3/4, Dec
Andrei Muresanu,115000,,False,1,38.0, 3/3, Dec
Manastur,175000,,False,4,80.0, 3/4, Dec
Marasti,132000,,False,3,63.0, Parter/4, Dec
Gara,107500,,False,1,38.0, 5/6, Semidec
Calea Turzii,180000,,False,2,40.0, 4/4, Circular]
Marasti,73000,,False,1,23.0, Parter/4, Semidec
Zorilor,159000,,False,3,80.0, 3/3, Semidec
Plopilor,220000,,False,2,56.0, 2/10, Semidec
Gheorgheni,75000,,False,1,21.0, 2/10, Dec
Semicentral,234900,,False,3,87.0, 1/4, Dec
Grigorescu,174285,,True,3,64.55, 1/4, Semidec
Iris,284999,,False,4,94.0, 10/10, Semidec
Gruia,265000,,False,2,52.0, Parter/1, Semidec
Marasti,130000,Comision 0%,False,2,52.0, Parter/4, Dec
Central,150000,,False,2,44.0, Parter/1, Semidec
Manastur,135000,,False,4,65.0, 3/10, Semidec
Andrei Muresanu,215000,,True,3,81.0, 1/4, Dec
Zorilor,299000,,False,4,118.0, 2/4, Semidec
Manastur,210000,,False,3,86.0, 1/4, Dec
Dambul Rotund,115000,,False,2,40.0, 1/2, Dec
Manastur,85000,,False,1,39.0, 3/4, Semidec
Buna Ziua,139900,,False,2,43.0, 2/2, Dec
Marasti,350000,Comision 0%,False,3,80.0, 1/8, Semidec
Gheorgheni,159000,,False,3,60.0, 2/4, Dec
Buna Ziua,155000,,False,2,52.0, 1/6, Semidec
Manastur,139999,,False,3,68.0, 4/4, Dec
Marasti,140000,,False,2,62.7, 5/5, Dec
Europa,270000,,False,4,117.0, Demisol/3, Semidec
Calea Turzii,184500,,False,2,55.0, 2/4, Semidec
Calea Turzii,189000,,False,2,55.0, 2/5, Semidec
Central,380000,,False,3,81.0, 1/2, Semidec
Central,380000,,False,3,80.0, 1/1, Semidec
Manastur,182000,,False,3,110.0, 4/5, Semidec
Manastur,172000,,False,4,78.0, 3/4, Dec
Europa,165000,,False,3,72.0, Demisol/3, Semidec
Gheorgheni,295000,,False,4,91.0, 3/8, Dec
Ultracentral,250000,,False,2,86.41, 2/3, Dec
Manastur,115000,,False,2,54.0, Parter/4, Semidec
Iris,128300,,False,2,52.17, 2/6, Semidec
Dambul Rotund,87900,,False,2,34.0, 2/6, Semidec
Gheorgheni,122000,,False,2,45.0, 3/4, Semidec
Gheorgheni,177000,Comision 0%,False,3,62.0, 3/4, Dec
Manastur,189000,,False,3,76.0, 4/8, Dec
Gheorgheni,143000,,False,3,62.0, Parter/4, Dec
Iris,163000,,False,3,63.0, 3/7, Semidec
Marasti,170000,,True,3,80.3, 1/3, Semidec
Dambul Rotund,83250,Comision 0%,False,2,45.0, 6, Semidec
Manastur,100000,,False,2,45.0, Parter/10, Semidec
Manastur,149500,,False,2,51.0, 1/10, Dec
Europa,165000,,False,2,54.0, Parter/5, Semidec
Manastur,140000,,False,3,65.0, Parter/4, Dec
Gheorgheni,115974,Comision 0%,False,1,37.0, 4, Semidec
Central,155000,,False,2,48.0, Parter/4, Semidec
Dambul Rotund,112500,,False,2,45.0, 5/6, Semidec
Manastur,115000,,False,2,50.0, Parter/6, Dec
Marasti,152000,,False,2,50.0, 6/8, Semidec
Marasti,182000,,False,3,65.0, 9/9, Dec
Buna Ziua,219000,,False,3,92.0, 1, Dec
Dambul Rotund,95000,,False,2,42.0, 6/6, Semidec
Semicentral,130000,,False,2,55.0, Parter/3, Dec
Campului,105000,,False,2,52.0, 11, Semidec
Buna Ziua,148000,,False,2,58.2, 2/3, Dec
Marasti,159500,,True,3,75.0, 4/6, Dec
Central,155000,,False,3,76.0, Parter/3, Semidec
Europa,167000,,False,3,72.0, Demisol/2, Semidec
Manastur,176000,,False,4,78.0, 1/4, Dec
Gheorgheni,143000,,False,3,59.0, 3/5, Semidec
Gheorgheni,143000,,False,3,58.0, 3/4, Semidec
